review_text,sentiment
I HAVE USED THIS CLEANSER FOR SOME TIME NOW AND IT IS SUCH AN AWSOME PRODUCT. IT DOES NOT DRY MY FACE OUT NOR DOES IT LEAVE IT GREASY. I AM PUSHING 50 AND USED TO HAVE OCCASSIONAL BREAKOUTS BUT SINCE I STARTED USING THIS I HAVE HAD NO MORE PROBLEMS. THANK YOU MURAD.,1
Have used this cleanser for over a year - have gave samples to all my over-40 friends who are now devoted users also - simply the best,1
Wasn't too sure what I would think of this product but I really do like it. I am now using this instead of Purity Made Simple.,1
Leaves my skin soft and refreshed,1
"This face wash is great for its purpose- renewing.. however, if you are trying to wash your face of makeup etc, then this is not for you. This can be used to wash your face in the morning since your face is more or less already clean, and it allows the skin to feel smooth and helps with wrinkles if used often..",1
"A sephora rep recommended this cleanser because I was breaking out and also had dry skin. while it had a good lather, I would have to wash my face twice as it just did not feel or look clean. Maybe more suited for someone older.",1
One of my favorite Murad products. Leaves my skin glowing!,1
"This is a very thorough, gentle cleanser.",1
"this wash is great if you have combination/dry skin. it balances out the dry spots, and keeps the moisture barrier to your skin intact so that the oily spots don't create more oil. it also exfoliates without granular pieces, just alpha hydroxy, so it's very very gentle.",1
This is a great product for mature skin. Cleans without drying and leaves it feeling smooth and soft. Love it!,1
"And, finally, this product, too, turned out to cause extreme redness and blotchiness. Wish I could return it as well!",0
"I have combo skin: sensitive, very dry spots, tendency towards oiliness in the T-zone, and frequent mild breakouts. I don't think I could live without this cleanser...It leaves my skin CLEAN, but not one bit stripped. It removes all traces of makeup, even waterproof eyeliner and mascara with a little massaging. It's really so gentle but so thorough at the same time. I also love the ingredient list: the abundance of beneficial oils actually helps to control skin's oil production, and it has no parabens. I have used this for about 2.5 years and I have stopped at a couple of points but I always come back because there is just nothing better! I always wonder what made me stray, but it won't happen again. Also love the light smell...fresh and natural. Price isn't too bad either as it lasts quite a while.",1
have used Murad for a few weeks. I have noticed some difference in my skin.,1
"great texture,not drying and prevents 'aging' breakouts. Love this product will definatly buy again",1
"This cleanser dried my skin out and caused me to break out. (Also, it did not effectively take off all of my mascara-- non-waterproof.)",0
You use so little and the results are huge. You feel clean and no dryness at all. Your face radiates and feels years younger. I never travel without this product. I also have the other products that compliment the face wash.,1
"Love this product! Expensive, but one bottle lasts a whole year. Says its for ""mature"" skin, but im 25 and im obsessed with it.",1
"This is the best cleanser I've ever used. Gets my skin really clean, removes all makeup, but never makes me feel dry.",1
I have been experiencing more breakouts than normal. Tried the resurgence cleaning cream and in 3 days my skin had begun to clear up and felt great! Love the entire line of resurgence products! I'm 34 and will be using resurgence for life!,1
"This wash has worked wonders on my skin. I would break out and then whatever I used to try and clear it up would be too harsh and I would have dry patches. I use this at night after I take off my make up. I have had no break outs since I have used it regularly and my skin looks even, not dried out. This may not work for everyone, but it did for me.",1
Nondrying. Foamy and light.,1
"I really love this cleanser. It doesn't really exfoliate as much as you may think, but still leaves your skin very clean and fresh. It removes all traces of makeup with just a little pea sized squirt, foams up a bit but not too much. It also smells great. The scent is fresh with citrus, not heavy or fake smelling like many cleansers. I am picky about fragrance and this product has a great clean scent. I love it and will keep using it!",1
Expected much more from this product. My face looks dull and is always red after using this product.,0
"I purchased the Murad Resurgence Renewing Cleanising Cream, and I guess it's for a drier skin than mine. It doesn't rinse off completely with water, my face doesn't feel clean after I've washed it, and my skin develops a shine sooner than with other cleansing products I've used. It would be nice for someone to come out with a renewing cleansing product for someone with combination skin. My drier areas need to be clean, too without feeling greasy.",0
"I really wanted this product to work. Especially because I hormonally breakout. I never got to see the product in action around my period because I had so many more backheads and pimple popping up around my chin that... well.. i was sad. no go for me, but may be better for others.",0
I love this facewash! After spending 15 months in Iraq my skin needed some help. I am over 40 and have tried alot of different face cleansers but this is the best I have ever used. I recommend this for anyone who want to keep youthful skin or improve their already aging skin,1
This is one of the best cleansers I've used. It cleans without drying and you get a lot of product for your $$.,1
"Now this product I absolutely love. You only use a tiny bit and it covers your entire face and neck. I actually use it to take off my eye make-up and it doesn't sting at all. It's creamy and does make a difference in my skin. Tube will last a very long time. Little pricey, but well worth it. Will definitely purchase this product again. My skin feels great after I use this.",1
"I have used every brand (cheap to EXTREMELY EXPENSIVE) out there & this line by Murad is the only product line that has worked for me & continued to work. Usually I find something & it will work for a few months then it's break out city, usually worse than I started off. But this product has been working for me for a long time now & I love it. I recommend picking up the whole line but if you cant afford it to start than get the cleansing cream, the age diffusing serum and the night cream (i use it during the day too because i am so dry). ***And just another tip: If you haven't tried a tool similar to the clarisonic scrubbing brush, get one they are a god send.",1
"gentle,washes off easily,no stinging",1
I love this cleanser. It is very thick and creamy and doesn't take much. I have noticed a remarkable improvement in my breakouts. This is the only change I made in my skincare regimen so I can honestly say it does what is says it does.,1
"I normally do not think of cleansers are being special. Most i have tried leave me skin tight and dry, or are basically unremarkable.This product is different. I noticed my skin being smoother and makeup application nicer after using this cleanser the first time! My skin felt supple and looked more smooth. I am using the serum and sheer luster day cream also in this line.Highly recommend for over 40 dry,mature skin.",1
This is truely wat my skin needed. I noticed changes in my skin in a weeks time. I love the texture and smell.,1
"I am not sure what is in this stuff but it is wonderful! Not only does it smell good, it gently cleanses leaving your face feeling great. The whole line of Resurgence is highly recommended for women over 40! My husband noticed how great my skin looked too!",1
"If your problem is hormone fluxuations, this is the cleanser for you! One of the sales consultants at Sephora recommended it a year ago for my hormone sensitive skin, and I have been grateful every day since. No more giant mountain sized period zits! Yay!",1
OK - I am a self-admitted skin care fanatic - will try them all - not matter the cost...This is the best I have ever used. It makes my skin (which is decidedly over 40) feel like silk! Not a huge fan of the rest of the resurgence line but I wold walk over hot coals for this one!,1
I have been using this product religiously and my skin looks amazing.,1
I have used this product for nearly five years and have found it to be a resurgence to my tired skin. It provides good cleansing (sudsy) smells good and leaves me feeling fresh. It is a nice generous portion and lasts a long time!,1
"This cleansing cream seemed to be ok. I didn't notice a large difference in comparison to some of the other products I've used, but it does seem to soften the skin and leave it clean feeling and doesn't dry the skin. When used with the other Murad products, however, I noticed that all the products together left my face feeling oily and heavy.",1
"I'm 47,..I have tried many cleansers, toners, creams, etc. since the age of 20. for the past 12 years I was using Mario Badescu, and Kinerase cream,.which I love! about 1 week ago I got a try me pack of the Murad Resurgence line. I don't know what is in this stuff,...especially this amazing cleanser,..but it makes my normally nice skin look really FANTASTIC! even calming down my slight rosacea. If you are in your mid 30's & above,.you gotta try this! Your skin will glow!",1
"I've used everything over the years but nothing is as good as this cleansing cream. From the very first time I used it, it has replaced every soap, lotion or cream cleaner in my bathroom along with all their promised but undelivered results. This cleanser is truly a renewing treatment each and every time you wash with it...my 48 year old, sun damaged skin, has NEVER looked this good or healthy and everyone has noticed....makeup goes on more evenly, lines are less obvious and the sun damage shows constant improvement. I've used this product for 3 months now and will never switch again!",1
This is the most wonderful cleanser. It really does what it says it will do.. And a very tiny amount goes a long way... Very worth it,1
This is just a good everyday non drying cleanser. It feels good going on the skin and leaves it soft and clean.,1
I love it. It leaves my skin refrershed and clean. It doesn't dry it out or leave it oily. I would recommend.,1
"I have incredibly sensitive skin. Whenever my skin is freaking out I slap this on for 20 minutes and its instant relief. I don't know what I would do without this stuff. It calms, cools, soothes, and hydrates my skin immediately!",1
"I've got very pale, very sensitive, very dry, prone-to-redness sorta skin and this stuff, while not the most obviously moisturizing, is amazing for keeping moisture in while creating a less oily surface for makeup. I don't generally use it as they say to, I tend to wash my face then apply it, then apply a light sunscreen and makeup as needed and it totally de-reds (that's a word, right?) my face. I've noticed over time using it that my skin is also a fair bit more 'fair' than 'red' too. Definite staple to my daily routine now!",1
I received a sample in my play box and I love the way it makes my skin feel. I've only used it a few times but it has already helped with my dry skin!,1
"I have dry to normal skin, and I do think it both hydrates and detoxes my face.",1
"I like to use this product after a long day of makeup. It temporarily tightens my pores, which is the issue. I shouldn't have to use a mask more than once a week. I normally perform glycolic or double layered glycolic mandelic peels on myself which keeps my pores small for 1-2 weeks. Biggest pro: my mild rosacea is calmed by the next morning. Biggest con: having to use it so often.",1
This product wasn't for me. I don't want skincare samples in my play box i want makeup samples duuh,0
"I love it,its excellent product.",1
i finally perfected my skincare routine until this broke me out completely. i don't have sensitive skin! i did a clay mask (that i've done many times before) and then i used this and now my face has so many break outs. i guess this is what i get for trying out new things lol. (it was a sample in sephora play),0
"I expected cooling and hydration with this mask, but was surprised by how well it exfoliated. It's almost like a peel. ",1
"Received this deluxe sample in the July 2017 play box. Put it in the fridge as suggested for maximum cooling an puffiness reducing benefits. My skin is extremely dry so I use it as a last step before bed. My skin is very soft and undereye area is less puffy in the morning, however I do not think I will be purchasing the full size as it is very expensive for basically a very basic moisturizing mask! Nice effects but not worth the full size price.",1
Nothing special. Skin feels soft but the product is very sticky,1
"I store mine in the fridge and use it 2-3 times a week . WOW it is Cooling , hydrating and leaves your skin super soft ! A must have , especially in the summer so refreshing to your skin . ",1
"i have very textured skin (from acne scars and things like that), and this mask worked wonders. i received it in my play! box, and when i tried it, my skin was so smooth and soft. probably the softest it's been in 5 years. i paired it with the Ren Evercalm day protection cream, and it's a miracle!",1
"I have no idea why one would purchase this for $52. I happened to get one as a sample, and it's just basic aloe. It doesn't even qualify as a ""mask"" that you'd leave on for 10 minutes, as instructed. Aloe does lovely things to the skin, but you can just as easily read the ingredients and pick up a tub of the same stuff at the grocery store.",0
I had been breaking out a lot around my chin and cheeks lately. I got this from the points I had so decided to try it and it really got rib of most of my acne I had with in 3 uses and also used there face cream worked very well thanks,1
I have always wanted to try this. When I saw it in the rewards and didn't get it because I wanted another reward I knew I had to buy it. I have used it as a mask and I've also used it overnight. I am pleased with the results. It left my skin nice and soft. A little goes a long way. I definitely recommend this to everyone.,1
I absolutely love this mask for when I've gotten a little too much sun or had a few too many drinks the night before and feel like my skin needs some serious detoxing and moisture replenishment. Gives me back my glow.,1
"This product is wonderful the day after a peel, or retinol treatment. It's extremely relaxing, hydrating and best of all soothing. I also love to use it after a hot day. My skin looks and feels hydrated, subtle and rejuvenated.",1
"I bought this as 100 point perk but wasn't super excited about it. I saw it and put it on and it felt fine on my face, leaving my skin very soft. I woke up the next morning and my face was still so soft and smooth- Still from the mask. Now I am excited about it and the results I will get for using it more consistently.",1
"This is a very soothing and detoxifying mask.It's an interesting formula, but I like it a lot. You can really feel it clean out your pores.",1
I had a sample of this and recently got a decent sunburn on my face so I thought I would give it a shot. It's pretty much a way more expensive version of aloe that doesn't work as good. I wouldn't buy this.,0
It has been a pleasant surprise got a sample (100pt reward) and it does hydrate although you have to rinse your skin will look great!,1
"I received this as a 100 point perk a while back and honestly I love this stuff. A little goes a long way so my sample is still going strong. I have dry, very sensitive skin. I use this whenever I have rosacea, dry patches, sunburn, dullness, or just general irritations. Most recently I tried out a new eye cream, face lotion, and cleanser and had a bad reaction to them. Tonight I put this stuff all over my face and will keep it on overnight. It feels like aloe vera gel when applying but when dry it is so lightweight and calming. It is not as hydrating as some other masks but that's not what I'm looking for out of this. I cannot say enough good things about this face mask. Will be purchasing the tub when I run out of my sample.",1
"I got this as a sample for 100 points and I loooooove it. Probably one of the best samples I've ever received. It is so cooling (great for this hot summer weather) and smoothing without being sticky or leaving behind residue. Love it so much, I just ordered more.",1
"I have combination skin and nothing controls my breakouts/oily areas. Everything I've tried for preventing breakouts is either too drying and strips my skin of any moisture, or it makes my skin moisturized but ends up breaking me out. This stuff is magic for my skin! When I get any patches of acne I just put this on overnight and within a week the acne and redness is GONE. I love this stuff. It's my newest staple for my skincare for sure.. Plus it looks like lime jello and smells amazing!",1
I tend to have red cheeks no matter how much moisturizer or serum I use that are supposed to clear them up.,1
"I visited my local sephora a few months ago looking for some skin care suggestions. I have had acne since I was a teenager, nothing too terrible but consistent and I was never comfortable without a full cover, full face of makeup. I'm now 25 and really wanted to focus on healing my skin and taking care of the problems rather than covering them. One of the employees suggested for me to replace my mosturizers with this product and use it in small amounts and rub it in, don't wash it off. A week later I noticed my blemishes were smaller and nothing new was forming. Here I am maybe 2 months later with blemish free skin! I've tried many different cleansers and treatments before and I've never had skin like this! I'm honestly still blown away!!!",1
Peter Thomas Roth masks are now the only ones I will use. This one in particular is my all time favorite. It's very cooling and moisturizing. I have dry skin and use this a few times a week to bring some hydration back into my skin. Definitely worth the price and will definitely be repurchasing!,1
"First of all I would like to mention to all that follows me as well as those of you that have recently found my reviews. Thank you all for following me as I do buy many products from Sephora from makeup to face regimes. I have never been a big fan of PTR however. This Cucumber Gel Mask Extreme Detoxifying Hydrator is the next best thing other than Heaven. I normally never try 1000s of samples I get through my orders, I did original get the Peter Thomas Roth ULTIMATE ANTI-AGING MUST HAVES with 500 points as I have tried the whole set. I absolutely fell in love with the Cucumber Gel Mask so in my last order I ordered the full size jar and I own and use many face serums, eye serums and moisturizers that I buy from Sephora and Dillard's which I have wasted a lot of money on products that ""claim"" there is so many out here is just that! Now to this product, if you are one with combination to dry skin buy this I promise you'll not need another moisturizer or face mask! (for over night) please read about use with makeup below).This product does state to apply to a clean face, allow to sit for 10 minutes then wash off it also claims to leave on your face over night for a Extreme Detoxifying Hydrator as I use this 2-3 times per night in a week if my face is extremely dry, redness it is mild enough to use every day and I have. My skin has never felt so refreshed, hydrated and baby soft in 20 years. I am now 50 and it is harder to find something that works as it claims for more mature skin, this product is the best for the purposes I have honestly listed below.This product does wonders for any skin type, dry, dry patches, redness,and combination skin types. i don't have oily skin therefore I can't make any promises there but i am sure of how this product applies a bit sticky while applying it but it dries into a soft non stick smooth thin layer on your face with a cooling effect you can actually feel working into the skin. (I do refrigerate mine) this is not a must however, I do find it to feel very cool and helps to open my pores when I do apply it. As I sleep it is dry and smooth until the next morning and it don't transfer off onto your clothing or pillows.I do recommend in using a good face primer before using makeup (foundations, concealers and powders) as this product will dry as a thin mask. It is suitable for any ages including acne prone skin. I have used the Estee Lauder Night repair complex II for three years now as I swear by it too. I use the EL when my oily part of my face around my T bone, outside of my nostrils, over my brows when I see red bumps or acne from oils that only appear in those areas at times. I have now found by using the PTR over that product or my face serums it works much better and seals in any night serum I may have on. I also have found by using this product alone without any serums it works just as well and leaves my face almost flawless the next morning.There is nothing I can say is bad about this product and I am glad I did give PTR a chance as I stated I have never been a big fan of PTR products until this came in and I will always keep a jar on hand no matter the season, it is that wonderful! Wake up with a hydrated face with a soft clean texture. If you have severe problems such as breakouts, severe acne or severe irritated skin I would be safe to say give this product 2-4 nights. If you just need a hydrated look from dry or patchy skin give it a night. You can honestly feel it working within 10 minutes after the product has fully dried. Thumbs up PTR for finally making a product stands to more than it claims!Look no further!",1
"I suffer from moderate rosacea and I am always trying different skin care products to soothe my face. My T-zone is oily and my cheeks are dry. When my rosacea flares up they get red with acne like bumps (but it's not acne) and my face has a hot, burning, feverish feeling which is miserable. I applied this mask in a thin layer all over my face including my T zone and left it on over night. It did not feel uncomfortable leaving it on and it was completely absorbed by morning. The best part is, while my cheeks are still pink today, they are not as red, the bumps are disappearing, and the best part is that the hot and burning sensation is completely gone! My face felt so hot for 2 days straight then after using this mask one time over night it significantly improved my rosacea flare up...this will be my new go to overnight mask!!! It's lightweight but hydrating, non oily, and no strong fragrance. I highly recommend this to anyone! I am sure it would be a dream for a sunburn as well!",1
I have sensitive skin and I love this mask. Sometimes my skin gets irritated or red and this mask really soothes it. It's super lightweight and different from any other mask I've used.,1
This mask is really nice on the skin. It feels very cooling and is really hydrating. My cheeks are the dry parts of my face and I use this only on my cheeks. This mask helped with my dry skin. This is a really refreshing face mask.,1
